entity_nm_id|obj_id|ver_nbr|entity_id|nm_typ_cd|first_nm|middle_nm|last_nm|suffix_nm|prefix_nm|dflt_ind|actv_ind|last_updt_dt|title_nm|note_msg|nm_chng_dt|
KFS3484|KFS3484|1.0|KFS3484|PRFR|LELAND|J|GARRY|||Y|Y|20121207233019||||
KFS3485|KFS3485|1.0|KFS3485|PRFR|TOMMIE|X|WILMOTH|||Y|Y|20121207233019||||
KFS3486|KFS3486|1.0|KFS3486|PRFR|ADAN|L|HARTER|||Y|Y|20121207233019||||
KFS3487|KFS3487|1.0|KFS3487|PRFR|FREDA|N|BENNET|||Y|Y|20121207233019||||
KFS3488|KFS3488|1.0|KFS3488|PRFR|ELI|O|SCHENCK|||Y|Y|20121207233019||||
KFS3489|KFS3489|1.0|KFS3489|PRFR|NANCY|X|MULLENS|||Y|Y|20121207233019||||
KFS3490|KFS3490|1.0|KFS3490|PRFR|REINALDO|E|MALLOY|||Y|Y|20121207233019||||
KFS3491|KFS3491|1.0|KFS3491|PRFR|JUDY|P|DAMATO|||Y|Y|20121207233019||||
KFS3492|KFS3492|1.0|KFS3492|PRFR|LUCIO|T|PORRAS|||Y|Y|20121207233019||||
KFS3493|KFS3493|1.0|KFS3493|PRFR|EARLINE|G|THACH|||Y|Y|20121207233019||||
KFS3494|KFS3494|1.0|KFS3494|PRFR|KERI|G|ASHMORE|||Y|Y|20121207233019||||
KFS3495|KFS3495|1.0|KFS3495|PRFR|SUE|W|DUNNING|||Y|Y|20121207233019||||
KFS3496|KFS3496|1.0|KFS3496|PRFR|VERNON|T|ANTOINE|||Y|Y|20121207233019||||
KFS3497|KFS3497|1.0|KFS3497|PRFR|LAURI|Y|AMEY|||Y|Y|20121207233019||||
KFS3498|KFS3498|1.0|KFS3498|PRFR|CEDRIC|R|DUPLESSIS|||Y|Y|20121207233019||||
KFS3499|KFS3499|1.0|KFS3499|PRFR|LUCIANO|F|SCHREINER|||Y|Y|20121207233019||||
KFS3500|KFS3500|1.0|KFS3500|PRFR|IVY|N|CROSSLAND|||Y|Y|20121207233019||||
KFS3501|KFS3501|1.0|KFS3501|PRFR|JEREMIAH|G|HOEKSTRA|||Y|Y|20121207233019||||
KFS3502|KFS3502|1.0|KFS3502|PRFR|RONNY|J|KOBAYASHI|||Y|Y|20121207233019||||
KFS3503|KFS3503|1.0|KFS3503|PRFR|DEREK|E|EASLEY|||Y|Y|20121207233019||||
KFS3504|KFS3504|1.0|KFS3504|PRFR|ROLAND|A|CREAMER|||Y|Y|20121207233019||||
KFS3505|KFS3505|1.0|KFS3505|PRFR|VERNA|E|GENTRY|||Y|Y|20121207233019||||
KFS3506|KFS3506|1.0|KFS3506|PRFR|REBECCA|N|CORDOBA|||Y|Y|20121207233019||||
KFS3507|KFS3507|1.0|KFS3507|PRFR|ELBERT|F|OSTRANDER|||Y|Y|20121207233019||||
KFS3508|KFS3508|1.0|KFS3508|PRFR|MONIQUE|C|SCHRAM|||Y|Y|20121207233019||||
KFS3509|KFS3509|1.0|KFS3509|PRFR|TERRENCE|E|MEDELLIN|||Y|Y|20121207233019||||
KFS3510|KFS3510|1.0|KFS3510|PRFR|CARROLL|Q|LAKIN|||Y|Y|20121207233019||||
KFS3511|KFS3511|1.0|KFS3511|PRFR|GIL|N|LEFFLER|||Y|Y|20121207233019||||
KFS3512|KFS3512|1.0|KFS3512|PRFR|ADAM|X|HERMAN|||Y|Y|20121207233019||||
KFS3513|KFS3513|1.0|KFS3513|PRFR|FOREST|P|MAYES|||Y|Y|20121207233019||||
KFS3514|KFS3514|1.0|KFS3514|PRFR|ADRIANA|Q|DWYER|||Y|Y|20121207233019||||
KFS3515|KFS3515|1.0|KFS3515|PRFR|ANGELIQUE|K|HAYASHI|||Y|Y|20121207233019||||
KFS3516|KFS3516|1.0|KFS3516|PRFR|TONI|H|KIRCHNER|||Y|Y|20121207233019||||
KFS3517|KFS3517|1.0|KFS3517|PRFR|MAYRA|X|HAASE|||Y|Y|20121207233019||||
KFS3518|KFS3518|1.0|KFS3518|PRFR|SONDRA|O|BOJORQUEZ|||Y|Y|20121207233019||||
KFS3519|KFS3519|1.0|KFS3519|PRFR|MARCUS|X|CHOU|||Y|Y|20121207233019||||
KFS3520|KFS3520|1.0|KFS3520|PRFR|DANE|M|DEVER|||Y|Y|20121207233019||||
KFS3521|KFS3521|1.0|KFS3521|PRFR|LEANNE|H|SNIDER|||Y|Y|20121207233019||||
KFS3522|KFS3522|1.0|KFS3522|PRFR|ODESSA|O|MARIN|||Y|Y|20121207233019||||
KFS3523|KFS3523|1.0|KFS3523|PRFR|OLIVE|N|ACKER|||Y|Y|20121207233019||||
KFS3524|KFS3524|1.0|KFS3524|PRFR|MAXWELL|K|BERNARD|||Y|Y|20121207233019||||
KFS3525|KFS3525|1.0|KFS3525|PRFR|HAROLD|P|GLOVER|||Y|Y|20121207233019||||
KFS3526|KFS3526|1.0|KFS3526|PRFR|CARLA|U|DANCE|||Y|Y|20121207233019||||
KFS3527|KFS3527|1.0|KFS3527|PRFR|GABRIELLE|W|CURRIN|||Y|Y|20121207233019||||
KFS3528|KFS3528|1.0|KFS3528|PRFR|MICHELE|V|CINTRON|||Y|Y|20121207233019||||
KFS3529|KFS3529|1.0|KFS3529|PRFR|MARK|U|VALVERDE|||Y|Y|20121207233019||||
KFS3530|KFS3530|1.0|KFS3530|PRFR|KIRK|O|ALMONTE|||Y|Y|20121207233019||||
KFS3531|KFS3531|1.0|KFS3531|PRFR|BEVERLEY|P|TULL|||Y|Y|20121207233019||||
KFS3532|KFS3532|1.0|KFS3532|PRFR|HOLLY|C|UTTER|||Y|Y|20121207233019||||
KFS3533|KFS3533|1.0|KFS3533|PRFR|CAMILLE|U|JEANBAPTISTE|||Y|Y|20121207233019||||
KFS3534|KFS3534|1.0|KFS3534|PRFR|ADELINE|K|LEGER|||Y|Y|20121207233019||||
KFS3535|KFS3535|1.0|KFS3535|PRFR|RONNY|M|DONOHOE|||Y|Y|20121207233019||||
KFS3536|KFS3536|1.0|KFS3536|PRFR|NANETTE|P|LOVELADY|||Y|Y|20121207233019||||
KFS3537|KFS3537|1.0|KFS3537|PRFR|CHERI|X|RODRIGUE|||Y|Y|20121207233019||||
KFS3538|KFS3538|1.0|KFS3538|PRFR|MAYRA|H|BLAKESLEE|||Y|Y|20121207233019||||
KFS3539|KFS3539|1.0|KFS3539|PRFR|FAY|U|FREDERICKSON|||Y|Y|20121207233019||||
KFS3540|KFS3540|1.0|KFS3540|PRFR|ALVIN|W|BUTLER|||Y|Y|20121207233019||||
KFS3541|KFS3541|1.0|KFS3541|PRFR|MARCELLA|S|BASHAM|||Y|Y|20121207233019||||
KFS3542|KFS3542|1.0|KFS3542|PRFR|CLIFF|D|LOWE|||Y|Y|20121207233019||||
KFS3543|KFS3543|1.0|KFS3543|PRFR|CAREY|Z|MARKEL|||Y|Y|20121207233019||||
KFS3544|KFS3544|1.0|KFS3544|PRFR|DIONNE|X|MCCARTHY|||Y|Y|20121207233019||||
KFS3545|KFS3545|1.0|KFS3545|PRFR|LEA|O|YARBER|||Y|Y|20121207233019||||
KFS3546|KFS3546|1.0|KFS3546|PRFR|HOLLIS|A|HAGANS|||Y|Y|20121207233019||||
KFS3547|KFS3547|1.0|KFS3547|PRFR|EDDY|H|SHEARER|||Y|Y|20121207233019||||
KFS3548|KFS3548|1.0|KFS3548|PRFR|NADINE|S|THARPE|||Y|Y|20121207233019||||
KFS3549|KFS3549|1.0|KFS3549|PRFR|MELVA|U|ROUNDTREE|||Y|Y|20121207233019||||
KFS3550|KFS3550|1.0|KFS3550|PRFR|ALEC|G|SISTRUNK|||Y|Y|20121207233019||||
KFS3551|KFS3551|1.0|KFS3551|PRFR|KRISTINE|D|REGAN|||Y|Y|20121207233019||||
KFS3552|KFS3552|1.0|KFS3552|PRFR|BETH|K|MCMILLEN|||Y|Y|20121207233019||||
KFS3553|KFS3553|1.0|KFS3553|PRFR|JAN|Q|AHERN|||Y|Y|20121207233019||||
KFS3554|KFS3554|1.0|KFS3554|PRFR|AURELIO|R|HOLLEY|||Y|Y|20121207233019||||
KFS3555|KFS3555|1.0|KFS3555|PRFR|BILLIE|O|ISOM|||Y|Y|20121207233019||||
KFS3556|KFS3556|1.0|KFS3556|PRFR|EDMOND|N|MONAHAN|||Y|Y|20121207233019||||
KFS3557|KFS3557|1.0|KFS3557|PRFR|AVIS|D|CRONIN|||Y|Y|20121207233019||||
KFS3558|KFS3558|1.0|KFS3558|PRFR|COY|I|LAMP|||Y|Y|20121207233019||||
KFS3559|KFS3559|1.0|KFS3559|PRFR|TRACY|C|COLUCCI|||Y|Y|20121207233019||||
KFS3560|KFS3560|1.0|KFS3560|PRFR|JACLYN|F|SLEDGE|||Y|Y|20121207233019||||
KFS3561|KFS3561|1.0|KFS3561|PRFR|RICHARD|B|COLANGELO|||Y|Y|20121207233019||||
KFS3562|KFS3562|1.0|KFS3562|PRFR|OLIN|N|BROCKWAY|||Y|Y|20121207233019||||
KFS3563|KFS3563|1.0|KFS3563|PRFR|EARL|D|STEINER|||Y|Y|20121207233019||||
KFS3564|KFS3564|1.0|KFS3564|PRFR|GILDA|H|STOTT|||Y|Y|20121207233019||||
KFS3565|KFS3565|1.0|KFS3565|PRFR|CODY|T|PENTON|||Y|Y|20121207233019||||
KFS3566|KFS3566|1.0|KFS3566|PRFR|MYLES|W|ARRIAGA|||Y|Y|20121207233019||||
KFS3567|KFS3567|1.0|KFS3567|PRFR|RON|W|BUSSARD|||Y|Y|20121207233019||||
KFS3568|KFS3568|1.0|KFS3568|PRFR|CARLO|Z|LEECH|||Y|Y|20121207233019||||
KFS3569|KFS3569|1.0|KFS3569|PRFR|DEBORAH|N|LUCERO|||Y|Y|20121207233019||||
KFS3570|KFS3570|1.0|KFS3570|PRFR|JANNA|E|MARRON|||Y|Y|20121207233019||||
KFS3571|KFS3571|1.0|KFS3571|PRFR|RAYMOND|F|LAMOUREUX|||Y|Y|20121207233019||||
KFS3572|KFS3572|1.0|KFS3572|PRFR|BASIL|Z|SWALLOW|||Y|Y|20121207233019||||
KFS3573|KFS3573|1.0|KFS3573|PRFR|CORINE|H|WASSERMAN|||Y|Y|20121207233019||||
KFS3574|KFS3574|1.0|KFS3574|PRFR|TOMMIE|Y|LANDES|||Y|Y|20121207233019||||
KFS3575|KFS3575|1.0|KFS3575|PRFR|ERNIE|W|HURST|||Y|Y|20121207233019||||
KFS3576|KFS3576|1.0|KFS3576|PRFR|REX|A|SUTTER|||Y|Y|20121207233019||||
KFS3577|KFS3577|1.0|KFS3577|PRFR|MALCOLM|W|SULLIVAN|||Y|Y|20121207233019||||
KFS3578|KFS3578|1.0|KFS3578|PRFR|MANDY|O|CHRISMAN|||Y|Y|20121207233019||||
KFS3579|KFS3579|1.0|KFS3579|PRFR|TRACIE|O|ASHBURN|||Y|Y|20121207233019||||
KFS3580|KFS3580|1.0|KFS3580|PRFR|REGGIE|Y|PARADA|||Y|Y|20121207233019||||
KFS3581|KFS3581|1.0|KFS3581|PRFR|RORY|U|SHOWS|||Y|Y|20121207233019||||
KFS3582|KFS3582|1.0|KFS3582|PRFR|FREDRIC|T|KRATZER|||Y|Y|20121207233019||||
KFS3583|KFS3583|1.0|KFS3583|PRFR|KARINA|I|VALDOVINOS|||Y|Y|20121207233019||||
KFS3584|KFS3584|1.0|KFS3584|PRFR|KERRY|F|BOTELLO|||Y|Y|20121207233019||||
KFS3585|KFS3585|1.0|KFS3585|PRFR|CHANG|C|JEANLOUIS|||Y|Y|20121207233019||||
KFS3586|KFS3586|1.0|KFS3586|PRFR|DEVIN|P|MACKENZIE|||Y|Y|20121207233019||||
KFS3587|KFS3587|1.0|KFS3587|PRFR|CLYDE|Q|SEXTON|||Y|Y|20121207233019||||
KFS3588|KFS3588|1.0|KFS3588|PRFR|NINA|S|CALVO|||Y|Y|20121207233019||||
KFS3589|KFS3589|1.0|KFS3589|PRFR|OSVALDO|F|ROOF|||Y|Y|20121207233019||||
KFS3590|KFS3590|1.0|KFS3590|PRFR|NAPOLEON|V|OROURKE|||Y|Y|20121207233019||||
KFS3591|KFS3591|1.0|KFS3591|PRFR|ED|A|HILLARD|||Y|Y|20121207233019||||
KFS3592|KFS3592|1.0|KFS3592|PRFR|CHRIS|H|HINE|||Y|Y|20121207233019||||
KFS3593|KFS3593|1.0|KFS3593|PRFR|SCOTTIE|L|WICKHAM|||Y|Y|20121207233019||||
KFS3594|KFS3594|1.0|KFS3594|PRFR|ELOISE|N|BASINGER|||Y|Y|20121207233019||||
KFS3595|KFS3595|1.0|KFS3595|PRFR|SOPHIE|H|DUNHAM|||Y|Y|20121207233019||||
KFS3596|KFS3596|1.0|KFS3596|PRFR|SHARON|E|ZAMUDIO|||Y|Y|20121207233019||||
KFS3597|KFS3597|1.0|KFS3597|PRFR|DEANDRE|B|WEED|||Y|Y|20121207233019||||
KFS3598|KFS3598|1.0|KFS3598|PRFR|CORNELIA|Y|TOWLE|||Y|Y|20121207233019||||
KFS3599|KFS3599|1.0|KFS3599|PRFR|JENNIE|N|DEANS|||Y|Y|20121207233019||||
KFS3600|KFS3600|1.0|KFS3600|PRFR|NELDA|Q|GILROY|||Y|Y|20121207233019||||
KFS3601|KFS3601|1.0|KFS3601|PRFR|MICAH|N|WINTERS|||Y|Y|20121207233019||||
KFS3602|KFS3602|1.0|KFS3602|PRFR|BERRY|X|LINDSTROM|||Y|Y|20121207233019||||
KFS3603|KFS3603|1.0|KFS3603|PRFR|ADAM|C|EGAN|||Y|Y|20121207233019||||
KFS3604|KFS3604|1.0|KFS3604|PRFR|LILIAN|Q|RIDGE|||Y|Y|20121207233019||||
KFS3605|KFS3605|1.0|KFS3605|PRFR|IRENE|C|DAILEY|||Y|Y|20121207233019||||
KFS3606|KFS3606|1.0|KFS3606|PRFR|ELIZA|U|KASTEN|||Y|Y|20121207233019||||
KFS3607|KFS3607|1.0|KFS3607|PRFR|LAWRENCE|Z|PERDOMO|||Y|Y|20121207233019||||
KFS3608|KFS3608|1.0|KFS3608|PRFR|VERNON|F|BROOKE|||Y|Y|20121207233019||||
KFS3609|KFS3609|1.0|KFS3609|PRFR|GENE|N|HAMBY|||Y|Y|20121207233019||||
KFS3610|KFS3610|1.0|KFS3610|PRFR|RODNEY|H|TASKER|||Y|Y|20121207233019||||
KFS3611|KFS3611|1.0|KFS3611|PRFR|DAMION|B|DESANTIS|||Y|Y|20121207233019||||
KFS3612|KFS3612|1.0|KFS3612|PRFR|HORACIO|B|BIGLEY|||Y|Y|20121207233019||||
KFS3613|KFS3613|1.0|KFS3613|PRFR|FRANKIE|O|SCHERER|||Y|Y|20121207233019||||
KFS3614|KFS3614|1.0|KFS3614|PRFR|SOLOMON|B|MCSWEENEY|||Y|Y|20121207233019||||
KFS3615|KFS3615|1.0|KFS3615|PRFR|MARCUS|M|STOUFFER|||Y|Y|20121207233019||||
KFS3616|KFS3616|1.0|KFS3616|PRFR|JOSIAH|C|CRIM|||Y|Y|20121207233019||||
KFS3617|KFS3617|1.0|KFS3617|PRFR|BRADY|R|MCGREW|||Y|Y|20121207233019||||
KFS3618|KFS3618|1.0|KFS3618|PRFR|DALTON|T|ROSARIO|||Y|Y|20121207233019||||
KFS3619|KFS3619|1.0|KFS3619|PRFR|BRADLEY|K|MCALPIN|||Y|Y|20121207233019||||
KFS3620|KFS3620|1.0|KFS3620|PRFR|PIERRE|O|HARTER|||Y|Y|20121207233019||||
KFS3621|KFS3621|1.0|KFS3621|PRFR|MICHELLE|O|MENEFEE|||Y|Y|20121207233019||||
KFS3622|KFS3622|1.0|KFS3622|PRFR|KENDALL|L|BARAN|||Y|Y|20121207233019||||
KFS3623|KFS3623|1.0|KFS3623|PRFR|REBEKAH|V|RUNKLE|||Y|Y|20121207233019||||
KFS3624|KFS3624|1.0|KFS3624|PRFR|TRINA|N|WENDLING|||Y|Y|20121207233019||||
KFS3625|KFS3625|1.0|KFS3625|PRFR|MARGO|J|LAGUNA|||Y|Y|20121207233019||||
KFS3626|KFS3626|1.0|KFS3626|PRFR|FRANCIS|T|SILER|||Y|Y|20121207233019||||
KFS3627|KFS3627|1.0|KFS3627|PRFR|LUKE|F|PASLEY|||Y|Y|20121207233019||||
KFS3628|KFS3628|1.0|KFS3628|PRFR|KIRBY|T|BERGMAN|||Y|Y|20121207233019||||
KFS3629|KFS3629|1.0|KFS3629|PRFR|VERNA|E|AVERILL|||Y|Y|20121207233019||||
KFS3630|KFS3630|1.0|KFS3630|PRFR|REID|H|HARBIN|||Y|Y|20121207233019||||
KFS3631|KFS3631|1.0|KFS3631|PRFR|BURT|O|BRUNER|||Y|Y|20121207233019||||
KFS3632|KFS3632|1.0|KFS3632|PRFR|BOBBY|B|BORJA|||Y|Y|20121207233019||||
KFS3633|KFS3633|1.0|KFS3633|PRFR|GRAHAM|O|FRANCES|||Y|Y|20121207233019||||
KFS3634|KFS3634|1.0|KFS3634|PRFR|HEATHER|S|REBER|||Y|Y|20121207233019||||
KFS3635|KFS3635|1.0|KFS3635|PRFR|BRIDGETT|G|ROSEBERRY|||Y|Y|20121207233019||||
KFS3636|KFS3636|1.0|KFS3636|PRFR|SONYA|C|BOYETTE|||Y|Y|20121207233019||||
KFS3637|KFS3637|1.0|KFS3637|PRFR|BETTE|A|PESCE|||Y|Y|20121207233019||||
KFS3638|KFS3638|1.0|KFS3638|PRFR|HOLLY|N|PERDOMO|||Y|Y|20121207233019||||
KFS3639|KFS3639|1.0|KFS3639|PRFR|CHANG|E|NICELY|||Y|Y|20121207233019||||
KFS3640|KFS3640|1.0|KFS3640|PRFR|SOPHIA|A|BURDINE|||Y|Y|20121207233019||||
KFS3641|KFS3641|1.0|KFS3641|PRFR|MARGARITA|H|TOTTEN|||Y|Y|20121207233019||||
KFS3642|KFS3642|1.0|KFS3642|PRFR|AURELIA|U|HUTH|||Y|Y|20121207233019||||
KFS3643|KFS3643|1.0|KFS3643|PRFR|LEANN|H|BANNER|||Y|Y|20121207233019||||
KFS3644|KFS3644|1.0|KFS3644|PRFR|ROBBIE|N|FANT|||Y|Y|20121207233019||||
KFS3645|KFS3645|1.0|KFS3645|PRFR|RHODA|J|HAMBRICK|||Y|Y|20121207233019||||
KFS3646|KFS3646|1.0|KFS3646|PRFR|JON|G|RIGSBY|||Y|Y|20121207233019||||
KFS3647|KFS3647|1.0|KFS3647|PRFR|GERALDINE|H|BLANCHETTE|||Y|Y|20121207233019||||
KFS3648|KFS3648|1.0|KFS3648|PRFR|CLEO|M|VAN|||Y|Y|20121207233019||||
KFS3649|KFS3649|1.0|KFS3649|PRFR|BETTY|A|EDMONDSON|||Y|Y|20121207233019||||
KFS3650|KFS3650|1.0|KFS3650|PRFR|OLIVIA|S|MILO|||Y|Y|20121207233019||||
KFS3651|KFS3651|1.0|KFS3651|PRFR|COLEMAN|A|MCSWEENEY|||Y|Y|20121207233019||||
KFS3652|KFS3652|1.0|KFS3652|PRFR|MOHAMMED|Q|BREMER|||Y|Y|20121207233019||||
KFS3653|KFS3653|1.0|KFS3653|PRFR|RORY|V|HOYLE|||Y|Y|20121207233019||||
KFS3654|KFS3654|1.0|KFS3654|PRFR|AGUSTIN|N|CLANCY|||Y|Y|20121207233019||||
KFS3655|KFS3655|1.0|KFS3655|PRFR|LEE|W|RING|||Y|Y|20121207233019||||
KFS3656|KFS3656|1.0|KFS3656|PRFR|LYMAN|K|MCCLURE|||Y|Y|20121207233019||||
KFS3657|KFS3657|1.0|KFS3657|PRFR|DEVIN|V|ALMARAZ|||Y|Y|20121207233019||||
KFS3658|KFS3658|1.0|KFS3658|PRFR|FREDDIE|V|MAYBERRY|||Y|Y|20121207233019||||
KFS3659|KFS3659|1.0|KFS3659|PRFR|MORRIS|Y|FONG|||Y|Y|20121207233019||||
KFS3660|KFS3660|1.0|KFS3660|PRFR|PETE|G|WHITESIDE|||Y|Y|20121207233019||||
KFS3661|KFS3661|1.0|KFS3661|PRFR|PATRICIA|O|STURGEON|||Y|Y|20121207233019||||
KFS3662|KFS3662|1.0|KFS3662|PRFR|TRUMAN|P|DENMAN|||Y|Y|20121207233019||||
KFS3663|KFS3663|1.0|KFS3663|PRFR|LYMAN|Z|STATON|||Y|Y|20121207233019||||
KFS3664|KFS3664|1.0|KFS3664|PRFR|REID|Z|LHEUREUX|||Y|Y|20121207233019||||
KFS3665|KFS3665|1.0|KFS3665|PRFR|NICKOLAS|Y|MONTELONGO|||Y|Y|20121207233019||||
KFS3666|KFS3666|1.0|KFS3666|PRFR|OLIN|Q|BAYS|||Y|Y|20121207233019||||
KFS3667|KFS3667|1.0|KFS3667|PRFR|TABITHA|J|KOLLER|||Y|Y|20121207233019||||
KFS3668|KFS3668|1.0|KFS3668|PRFR|ALLISON|P|ASBERRY|||Y|Y|20121207233019||||
KFS3669|KFS3669|1.0|KFS3669|PRFR|ROSEMARY|R|STEPHENS|||Y|Y|20121207233019||||
KFS3670|KFS3670|1.0|KFS3670|PRFR|THEODORE|R|MYLES|||Y|Y|20121207233019||||
KFS3671|KFS3671|1.0|KFS3671|PRFR|GUY|M|PARTEE|||Y|Y|20121207233019||||
KFS3672|KFS3672|1.0|KFS3672|PRFR|DESIREE|Y|WOOSLEY|||Y|Y|20121207233019||||
KFS3673|KFS3673|1.0|KFS3673|PRFR|RITA|P|AHMED|||Y|Y|20121207233019||||
KFS3674|KFS3674|1.0|KFS3674|PRFR|JERALD|P|HANKS|||Y|Y|20121207233019||||
KFS3675|KFS3675|1.0|KFS3675|PRFR|BRAD|D|ASHLEY|||Y|Y|20121207233019||||
KFS3676|KFS3676|1.0|KFS3676|PRFR|RILEY|U|LAKE|||Y|Y|20121207233019||||
KFS3677|KFS3677|1.0|KFS3677|PRFR|ELAINE|A|SEALE|||Y|Y|20121207233019||||
KFS3678|KFS3678|1.0|KFS3678|PRFR|PHILIP|Q|LINDEMAN|||Y|Y|20121207233019||||
KFS3679|KFS3679|1.0|KFS3679|PRFR|HUNTER|C|OATES|||Y|Y|20121207233019||||
KFS3680|KFS3680|1.0|KFS3680|PRFR|JARRED|H|PELLERIN|||Y|Y|20121207233019||||
KFS3681|KFS3681|1.0|KFS3681|PRFR|ELMER|H|ARMENDARIZ|||Y|Y|20121207233019||||
KFS3682|KFS3682|1.0|KFS3682|PRFR|CASSIE|M|GAONA|||Y|Y|20121207233019||||
KFS3683|KFS3683|1.0|KFS3683|PRFR|EFFIE|R|DOCKERY|||Y|Y|20121207233019||||
KFS3684|KFS3684|1.0|KFS3684|PRFR|HILARY|G|PRINCE|||Y|Y|20121207233019||||
KFS3685|KFS3685|1.0|KFS3685|PRFR|HILARY|F|SALLEY|||Y|Y|20121207233019||||
KFS3686|KFS3686|1.0|KFS3686|PRFR|ARACELI|I|LAMKIN|||Y|Y|20121207233019||||
KFS3687|KFS3687|1.0|KFS3687|PRFR|ALEXIS|P|SINE|||Y|Y|20121207233019||||
KFS3688|KFS3688|1.0|KFS3688|PRFR|LAMAR|I|LEATH|||Y|Y|20121207233019||||
KFS3689|KFS3689|1.0|KFS3689|PRFR|JASMINE|D|YIM|||Y|Y|20121207233019||||
KFS3690|KFS3690|1.0|KFS3690|PRFR|ROLAND|K|RHONE|||Y|Y|20121207233019||||
KFS3691|KFS3691|1.0|KFS3691|PRFR|HARRIS|Q|COLEMAN|||Y|Y|20121207233019||||
KFS3692|KFS3692|1.0|KFS3692|PRFR|CASSIE|A|ALBIN|||Y|Y|20121207233019||||
KFS3693|KFS3693|1.0|KFS3693|PRFR|ISABELLA|U|BOUDREAUX|||Y|Y|20121207233019||||
KFS3694|KFS3694|1.0|KFS3694|PRFR|NORBERT|K|SINGH|||Y|Y|20121207233019||||
KFS3695|KFS3695|1.0|KFS3695|PRFR|EVANGELINE|O|TOLENTINO|||Y|Y|20121207233019||||
KFS3696|KFS3696|1.0|KFS3696|PRFR|RAMIRO|X|HARRELSON|||Y|Y|20121207233019||||
KFS3697|KFS3697|1.0|KFS3697|PRFR|ISAIAH|X|DUGAN|||Y|Y|20121207233019||||
KFS3698|KFS3698|1.0|KFS3698|PRFR|DEAN|H|EAGLE|||Y|Y|20121207233019||||
KFS3699|KFS3699|1.0|KFS3699|PRFR|ALONZO|Z|CODY|||Y|Y|20121207233019||||
KFS3700|KFS3700|1.0|KFS3700|PRFR|CATHERINE|K|SMALL|||Y|Y|20121207233019||||
KFS3701|KFS3701|1.0|KFS3701|PRFR|COLLEEN|T|MCCLUSKEY|||Y|Y|20121207233019||||
KFS3702|KFS3702|1.0|KFS3702|PRFR|MICKEY|X|GAMACHE|||Y|Y|20121207233019||||
KFS3703|KFS3703|1.0|KFS3703|PRFR|CAROLINA|Z|JOHNS|||Y|Y|20121207233019||||
KFS3704|KFS3704|1.0|KFS3704|PRFR|CHRIS|B|MARCHAND|||Y|Y|20121207233019||||
KFS3705|KFS3705|1.0|KFS3705|PRFR|MAURICIO|S|SIEGFRIED|||Y|Y|20121207233019||||
KFS3706|KFS3706|1.0|KFS3706|PRFR|MAC|Y|BELTON|||Y|Y|20121207233019||||
KFS3707|KFS3707|1.0|KFS3707|PRFR|ERNIE|K|HALLIDAY|||Y|Y|20121207233019||||
KFS3708|KFS3708|1.0|KFS3708|PRFR|BESSIE|F|MONK|||Y|Y|20121207233019||||
KFS3709|KFS3709|1.0|KFS3709|PRFR|RUBIN|T|PRESNELL|||Y|Y|20121207233019||||
KFS3710|KFS3710|1.0|KFS3710|PRFR|ZELMA|T|KUEHL|||Y|Y|20121207233019||||
KFS3711|KFS3711|1.0|KFS3711|PRFR|WINNIE|W|YAGER|||Y|Y|20121207233019||||
KFS3712|KFS3712|1.0|KFS3712|PRFR|DAISY|G|PARENT|||Y|Y|20121207233019||||
KFS3713|KFS3713|1.0|KFS3713|PRFR|ORVAL|Z|MALAVE|||Y|Y|20121207233019||||
KFS3714|KFS3714|1.0|KFS3714|PRFR|EVERETTE|D|LINK|||Y|Y|20121207233019||||
KFS3715|KFS3715|1.0|KFS3715|PRFR|ARLINE|D|TYNER|||Y|Y|20121207233019||||
KFS3716|KFS3716|1.0|KFS3716|PRFR|KORY|G|ARCHIE|||Y|Y|20121207233019||||
KFS3717|KFS3717|1.0|KFS3717|PRFR|ALEJANDRA|F|BEERS|||Y|Y|20121207233019||||
KFS3718|KFS3718|1.0|KFS3718|PRFR|LEVI|B|FLICK|||Y|Y|20121207233019||||
KFS3719|KFS3719|1.0|KFS3719|PRFR|SANDRA|O|CHUNG|||Y|Y|20121207233019||||
KFS3720|KFS3720|1.0|KFS3720|PRFR|APRIL|W|AUTRY|||Y|Y|20121207233019||||
KFS3721|KFS3721|1.0|KFS3721|PRFR|TREY|J|NUNN|||Y|Y|20121207233019||||
KFS3722|KFS3722|1.0|KFS3722|PRFR|LON|O|CARRINGTON|||Y|Y|20121207233019||||
KFS3723|KFS3723|1.0|KFS3723|PRFR|JEANIE|S|ALI|||Y|Y|20121207233019||||
KFS3724|KFS3724|1.0|KFS3724|PRFR|JUSTINE|Q|SKELLY|||Y|Y|20121207233019||||
KFS3725|KFS3725|1.0|KFS3725|PRFR|ELIAS|Y|ALVA|||Y|Y|20121207233019||||
KFS3726|KFS3726|1.0|KFS3726|PRFR|ANTHONY|U|CALFEE|||Y|Y|20121207233019||||
KFS3727|KFS3727|1.0|KFS3727|PRFR|LATASHA|H|BRANTLEY|||Y|Y|20121207233019||||
KFS3728|KFS3728|1.0|KFS3728|PRFR|FRANCIS|F|RICCI|||Y|Y|20121207233019||||
KFS3729|KFS3729|1.0|KFS3729|PRFR|IRMA|S|ROSENFELD|||Y|Y|20121207233019||||
KFS3730|KFS3730|1.0|KFS3730|PRFR|BEATRIZ|H|KIMURA|||Y|Y|20121207233019||||
